0	0.232046213894018
1	0.133078563402332
2	0.0892870648463062
3	0.0650521261795261
4	0.0499376020454497
5	0.0397611178608927
6	0.0325299206242334
7	0.0271804407083717
8	0.0230969626710091
9	0.0199004132664591
10	0.0173458294384219
11	0.0152685800825164
12	0.0135543702536608
13	0.0121216489316917
14	0.0109108501755775
15	0.00987757553782779
16	0.00898814002679112
17	0.00821658390846219
18	0.0075426206233149
19	0.00695019813759856
20	0.00642647158022129
21	0.00596105732957958
22	0.00554548327821223
23	0.0051727781338534
25	0.00483716076233317
26	0.0045338025166897
27	0.004258643493627
28	0.00400824910343227
30	0.00377969710322519
31	0.00357048788160755
33	0.00337847265586702
35	0.00320179558890077
36	0.00303884681097412
38	0.00288822404943145
40	0.00274870110184741
42	0.0026192017862929
44	0.0024987783029464
47	0.00238659316988059
49	0.00228190407104914
52	0.00218405108982024
54	0.0020924459065176
57	0.00200656262071819
60	0.00192592992380632
63	0.00185012439853915
66	0.00177876476320743
69	0.00171150691063808
73	0.00164803961854767
76	0.00158808082901518
80	0.00153137441207208
84	0.00147768734246942
89	0.00142680723020371
93	0.00137854015486908
98	0.00133270876169332
103	0.00128915058361336
108	0.00124771655913243
113	0.00120826972019393
119	0.00117068402806691
125	0.00113484333839777
131	0.00110064047926311
138	0.00106797642828965
144	0.00103675957681582
152	0.00100690507070751
159	0.000978334218796848
167	0.000950973961112896
176	0.000924756390077522
185	0.000899618318696275
194	0.000875500890534972
204	0.000852349226908421
214	0.000830112107272817
224	0.000808741679273048
236	0.000788193195356551
247	0.000768424773168773
260	0.00074939717733138
273	0.000731073620423452
287	0.000713419581259221
301	0.000696402638767649
316	0.000679992319943936
332	0.000664159960533961
348	0.000648878577243608
366	0.000634122750384212
384	0.000619868516001702
403	0.000606093266612045
424	0.000592775659768416
445	0.000579895533760184
467	0.00056743382981004
490	0.000555372520211038
515	0.000543694541874572
541	0.00053238373484427
568	0.000521424785339203
596	0.000510803172963404
626	0.000500505121723631
657	0.000490517554547405
690	0.000480828051026832
725	0.000471424808112929
761	0.000462296603540257
799	0.000453432761757804
839	0.000444823122178229
881	0.000436458009562229
925	0.000428328206374027
972	0.000420424926965523
1020	0.000412739793443214
1071	0.000405264813099689
1125	0.000397992357296119
1181	0.000390915141680265
1240	0.000384026207652981
1302	0.000377318904994289
1367	0.00037078687555971
1436	0.000364424037974473
1507	0.000358224573265153
1583	0.000352182911347908
1662	0.000346293718325171
1745	0.000340551884539224
1832	0.000334952513322597
1924	0.000329490910397927
2020	0.000324162573902646
2121	0.000318963184970746
2227	0.000313888598856599
2339	0.000308934836555397
2456	0.000304098076893671
2579	0.000299374649053679
2708	0.000294761025513956
2843	0.000290253815369858
2985	0.000285849758015587
3134	0.000281545717170793
3291	0.000277338675214766
3456	0.000273225727831317
3629	0.000269204078927763
3810	0.000265271035817242
4001	0.000261424004653194
4201	0.000257660486098681
4411	0.000253978071212065
4631	0.000250374437543662
4863	0.000246847345422574
5106	0.000243394634441403
5361	0.000240014220096886
5629	0.000236704090610316
5911	0.000233462303895021
6207	0.000230286984670152
6517	0.000227176321718434
6843	0.000224128565274829
7185	0.000221142024526067
7544	0.000218215065247229
7921	0.000215346107534966
8318	0.000212533623649666
8733	0.000209776135960024
9170	0.000207072214976549
9629	0.000204420477480928
10110	0.000201819584732771
10616	0.00019926824076375
11146	0.000196765190740648
11704	0.00019430921941118
12289	0.00019189914960564
12903	0.000189533840813228
13549	0.000187212187819977
14226	0.000184933119400585
14937	0.000182695597068752
15684	0.000180498613883734
16469	0.000178341193300779
17292	0.0001762223880824
18157	0.000174141279237352
19065	0.000172096975020065
20018	0.00017008860996395
21019	0.000168115343953584
22070	0.000166176361341949
23173	0.000164270870090374
24332	0.000162398100960457
