1	0.210235962484778
2	0.138051496853948
3	0.0990109957871078
4	0.0750752202452977
5	0.059176304808863
6	0.0480045089173857
7	0.0398179534855642
8	0.0336200142521002
9	0.028803263564462
10	0.0249786197898446
11	0.0218866338044919
12	0.0193484446531657
13	0.0172372425723716
14	0.015460941037633
15	0.0139512677465772
16	0.0126566799881102
17	0.0115376376865423
18	0.0105633737995077
19	0.00970964090044928
20	0.0089571091271472
21	0.00829020787378907
22	0.00769627548025943
23	0.00716492633944152
25	0.00625706670616671
26	0.00586740851695643
27	0.00551353972285927
28	0.005191166244963
30	0.00462676966369745
31	0.00437889546090709
33	0.00394001570924348
35	0.00356463261712026
36	0.00339696294355285
38	0.00309560440781205
40	0.00283301220052341
42	0.00260276851640722
44	0.00239973706049295
47	0.0021373463611833
49	0.00198581363443275
52	0.0017872546342987
54	0.00167110184548359
57	0.0015171510398496
60	0.001383672074297
63	0.00126717347296161
66	0.0011648800570654
69	0.001074563114724
73	0.000969696618560781
76	0.000900857222248916
80	0.0008199724824858
84	0.000749563787736292
89	0.000673668349738618
93	0.000620990453060001
98	0.000563435241436393
103	0.000513557561305118
108	0.000470046457924677
113	0.000431859870702293
119	0.000391897636960108
125	0.000357254392309279
131	0.000327024250944964
138	0.000296380259378627
144	0.000273426738200583
152	0.000246760328387642
159	0.00022651051245063
167	0.000206284969322713
176	0.000186615910406743
185	0.000169637877416021
194	0.000154880680695322
204	0.000140639042397245
214	0.000128278972649452
224	0.000117482588753582
236	0.000106237803316065
247	9.72927459227757e-5
260	8.81074774268214e-5
273	8.01661446912137e-5
287	7.27593638283657e-5
301	6.63350576066318e-5
316	6.03536163263315e-5
332	5.48243849423262e-5
348	5.0022528024602e-5
366	4.53385847903441e-5
384	4.12837337603418e-5
403	3.75672308423756e-5
424	3.40153561931112e-5
445	3.09448791940711e-5
467	2.81540125461759e-5
490	2.56218356204485e-5
515	2.32386676991424e-5
541	2.10966335482407e-5
568	1.91713800848672e-5
596	1.74406217695674e-5
626	1.58341997869703e-5
657	1.43968101311877e-5
690	1.30717489785999e-5
725	1.18568920828013e-5
761	1.07759502791505e-5
799	9.78789231367986e-6
839	8.88782488635987e-6
881	8.070166725417e-6
925	7.32898438736269e-6
972	6.64470257880607e-6
1020	6.04026958090213e-6
1071	5.48420176677796e-6
1125	4.97517805809915e-6
1181	4.5186940825351e-6
1240	4.10254654875819e-6
1302	3.72429152959103e-6
1367	3.38128467336685e-6
1436	3.06656469507312e-6
1507	2.786481436775e-6
1583	2.52717482297112e-6
1662	2.29421163754415e-6
1745	2.08252857775806e-6
1832	1.89062315129506e-6
1924	1.71518268423357e-6
2020	1.55693271495834e-6
2121	1.41297141318959e-6
2227	1.28234909229194e-6
2339	1.1630810197203e-6
2456	1.05542396352019e-6
2579	9.57603267448197e-7
2708	8.68934113233142e-7
2843	7.88710370853795e-7
2985	7.15751466712551e-7
3134	6.49568546200982e-7
3291	5.8929485638356e-7
3456	5.34563843900432e-7
3629	4.84981152084001e-7
3810	4.40142923911528e-7
4001	3.99251049678163e-7
4201	3.62252227780029e-7
